type_,start_date_local_,distance_sum,distance_mean,distance_min,distance_max,moving_time_sum,moving_time_mean,moving_time_min,moving_time_max,total_elevation_gain_sum,total_elevation_gain_mean,total_elevation_gain_min,total_elevation_gain_max
Ride,2021-10-21 17:03:21+02:00,7259.9,7259.9,7259.9,7259.9,1057,1057,1057,1057,22.0,22.0,22.0,22.0
Ride,2021-10-21 08:38:32+02:00,7207.3,7207.3,7207.3,7207.3,1198,1198,1198,1198,47.0,47.0,47.0,47.0
Ride,2021-10-21 06:55:17+02:00,33610.0,33610.0,33610.0,33610.0,3640,3640,3640,3640,150.0,150.0,150.0,150.0
Swim,2021-10-20 17:40:09+02:00,2150.0,2150.0,2150.0,2150.0,2242,2242,2242,2242,0.0,0.0,0.0,0.0
Ride,2021-10-20 17:11:20+02:00,8088.6,8088.6,8088.6,8088.6,1319,1319,1319,1319,45.0,45.0,45.0,45.0
Ride,2021-10-20 08:35:55+02:00,7327.4,7327.4,7327.4,7327.4,1085,1085,1085,1085,30.0,30.0,30.0,30.0
Run,2021-10-20 07:06:10+02:00,6184.4,6184.4,6184.4,6184.4,2072,2072,2072,2072,12.0,12.0,12.0,12.0
Ride,2021-10-19 18:23:27+02:00,33519.3,33519.3,33519.3,33519.3,3617,3617,3617,3617,258.0,258.0,258.0,258.0
Run,2021-10-19 17:29:29+02:00,7412.2,7412.2,7412.2,7412.2,2524,2524,2524,2524,119.0,119.0,119.0,119.0
Ride,2021-10-19 17:00:04+02:00,7304.7,7304.7,7304.7,7304.7,1096,1096,1096,1096,31.0,31.0,31.0,31.0
Ride,2021-10-19 13:24:45+02:00,6073.8,6073.8,6073.8,6073.8,1171,1171,1171,1171,58.0,58.0,58.0,58.0
Ride,2021-10-19 08:38:48+02:00,7968.4,7968.4,7968.4,7968.4,1356,1356,1356,1356,59.0,59.0,59.0,59.0
Ride,2021-10-18 18:41:19+02:00,33832.1,33832.1,33832.1,33832.1,4089,4089,4089,4089,523.0,523.0,523.0,523.0
Swim,2021-10-18 17:53:22+02:00,1100.0,1100.0,1100.0,1100.0,1029,1029,1029,1029,0.0,0.0,0.0,0.0
Ride,2021-10-18 17:06:30+02:00,7172.2,7172.2,7172.2,7172.2,1121,1121,1121,1121,13.0,13.0,13.0,13.0
Ride,2021-10-18 09:36:11+02:00,6846.4,6846.4,6846.4,6846.4,1061,1061,1061,1061,29.0,29.0,29.0,29.0
Run,2021-10-17 09:49:32+02:00,16165.1,16165.1,16165.1,16165.1,5351,5351,5351,5351,327.0,327.0,327.0,327.0
Ride,2021-10-16 11:57:35+02:00,33374.5,33374.5,33374.5,33374.5,3962,3962,3962,3962,320.0,320.0,320.0,320.0
Run,2021-10-16 10:42:22+02:00,6076.5,6076.5,6076.5,6076.5,3396,3396,3396,3396,63.0,63.0,63.0,63.0
Ride,2021-10-15 14:50:45+02:00,7217.9,7217.9,7217.9,7217.9,1044,1044,1044,1044,23.0,23.0,23.0,23.0
Ride,2021-10-15 08:41:10+02:00,7219.0,7219.0,7219.0,7219.0,1029,1029,1029,1029,29.0,29.0,29.0,29.0
Ride,2021-10-15 07:14:52+02:00,28782.7,28782.7,28782.7,28782.7,3017,3017,3017,3017,167.0,167.0,167.0,167.0
Ride,2021-10-14 19:30:46+02:00,40461.8,40461.8,40461.8,40461.8,4330,4330,4330,4330,236.0,236.0,236.0,236.0
Run,2021-10-14 17:38:54+02:00,7119.2,7119.2,7119.2,7119.2,2313,2313,2313,2313,106.0,106.0,106.0,106.0
Ride,2021-10-14 17:13:46+02:00,7119.2,7119.2,7119.2,7119.2,1036,1036,1036,1036,25.0,25.0,25.0,25.0
Ride,2021-10-14 08:36:30+02:00,7429.9,7429.9,7429.9,7429.9,1094,1094,1094,1094,37.0,37.0,37.0,37.0
Run,2021-10-13 20:06:43+02:00,7531.4,7531.4,7531.4,7531.4,2760,2760,2760,2760,37.0,37.0,37.0,37.0
Ride,2021-10-13 17:04:40+02:00,7278.4,7278.4,7278.4,7278.4,1109,1109,1109,1109,28.0,28.0,28.0,28.0
Ride,2021-10-13 08:36:28+02:00,7357.2,7357.2,7357.2,7357.2,1099,1099,1099,1099,43.0,43.0,43.0,43.0
Ride,2021-10-12 19:50:09+02:00,28609.6,28609.6,28609.6,28609.6,4272,4272,4272,4272,570.0,570.0,570.0,570.0
Run,2021-10-12 17:33:23+02:00,7383.0,7383.0,7383.0,7383.0,2496,2496,2496,2496,123.0,123.0,123.0,123.0
Ride,2021-10-12 17:05:44+02:00,7350.3,7350.3,7350.3,7350.3,1119,1119,1119,1119,20.0,20.0,20.0,20.0
Ride,2021-10-12 08:38:47+02:00,7275.2,7275.2,7275.2,7275.2,1014,1014,1014,1014,31.0,31.0,31.0,31.0
Ride,2021-10-11 16:55:23+02:00,7289.2,7289.2,7289.2,7289.2,1142,1142,1142,1142,22.0,22.0,22.0,22.0
Ride,2021-10-11 08:44:17+02:00,7493.7,7493.7,7493.7,7493.7,1161,1161,1161,1161,46.0,46.0,46.0,46.0
Ride,2021-10-11 06:57:23+02:00,31458.5,31458.5,31458.5,31458.5,3469,3469,3469,3469,222.0,222.0,222.0,222.0
Run,2021-10-10 16:22:34+02:00,18015.6,18015.6,18015.6,18015.6,5698,5698,5698,5698,49.6,49.6,49.6,49.6
Ride,2021-10-10 09:29:16+02:00,28801.8,28801.8,28801.8,28801.8,3631,3631,3631,3631,456.0,456.0,456.0,456.0
Ride,2021-10-09 08:55:33+02:00,26784.4,26784.4,26784.4,26784.4,3153,3153,3153,3153,250.0,250.0,250.0,250.0
Run,2021-10-08 17:29:49+02:00,7192.6,7192.6,7192.6,7192.6,2428,2428,2428,2428,106.0,106.0,106.0,106.0
Ride,2021-10-08 17:01:24+02:00,7274.4,7274.4,7274.4,7274.4,1031,1031,1031,1031,25.0,25.0,25.0,25.0
Ride,2021-10-08 08:37:15+02:00,7391.4,7391.4,7391.4,7391.4,1041,1041,1041,1041,34.0,34.0,34.0,34.0
Run,2021-10-07 17:56:49+02:00,7216.9,7216.9,7216.9,7216.9,2369,2369,2369,2369,71.0,71.0,71.0,71.0
Ride,2021-10-07 16:58:22+02:00,7267.5,7267.5,7267.5,7267.5,1013,1013,1013,1013,18.0,18.0,18.0,18.0
Ride,2021-10-07 08:37:01+02:00,7227.3,7227.3,7227.3,7227.3,996,996,996,996,36.0,36.0,36.0,36.0
Ride,2021-10-07 06:59:33+02:00,22610.1,22610.1,22610.1,22610.1,2816,2816,2816,2816,366.0,366.0,366.0,366.0
Ride,2021-10-06 08:33:47+02:00,7198.3,7198.3,7198.3,7198.3,999,999,999,999,38.0,38.0,38.0,38.0
Ride,2021-10-06 06:35:47+02:00,33837.6,33837.6,33837.6,33837.6,3792,3792,3792,3792,268.0,268.0,268.0,268.0
Run,2021-10-05 17:38:50+02:00,6960.0,6960.0,6960.0,6960.0,2254,2254,2254,2254,108.0,108.0,108.0,108.0
Ride,2021-10-05 17:12:25+02:00,7163.7,7163.7,7163.7,7163.7,1036,1036,1036,1036,19.0,19.0,19.0,19.0
Ride,2021-10-05 08:32:25+02:00,8218.3,8218.3,8218.3,8218.3,1280,1280,1280,1280,72.0,72.0,72.0,72.0
Ride,2021-10-05 06:55:02+02:00,29563.3,29563.3,29563.3,29563.3,3322,3322,3322,3322,211.0,211.0,211.0,211.0
Ride,2021-10-04 17:01:36+02:00,7038.6,7038.6,7038.6,7038.6,927,927,927,927,23.0,23.0,23.0,23.0
Ride,2021-10-04 08:43:25+02:00,7953.8,7953.8,7953.8,7953.8,1253,1253,1253,1253,37.0,37.0,37.0,37.0
Ride,2021-10-04 06:52:15+02:00,28987.9,28987.9,28987.9,28987.9,3137,3137,3137,3137,133.0,133.0,133.0,133.0
Run,2021-10-02 09:35:01+02:00,14356.5,14356.5,14356.5,14356.5,5020,5020,5020,5020,109.0,109.0,109.0,109.0
Ride,2021-10-01 18:51:10+02:00,12704.9,12704.9,12704.9,12704.9,1756,1756,1756,1756,78.0,78.0,78.0,78.0
Run,2021-09-30 17:41:32+02:00,7627.2,7627.2,7627.2,7627.2,2648,2648,2648,2648,105.0,105.0,105.0,105.0
Ride,2021-09-30 17:22:02+02:00,1238.1,1238.1,1238.1,1238.1,279,279,279,279,6.0,6.0,6.0,6.0
Ride,2021-09-30 11:21:30+02:00,3357.3,3357.3,3357.3,3357.3,534,534,534,534,45.0,45.0,45.0,45.0
Ride,2021-09-30 10:08:05+02:00,8343.2,8343.2,8343.2,8343.2,1419,1419,1419,1419,80.0,80.0,80.0,80.0
Ride,2021-09-30 06:58:44+02:00,37433.9,37433.9,37433.9,37433.9,3398,3398,3398,3398,108.0,108.0,108.0,108.0
Run,2021-09-29 18:31:24+02:00,6780.0,6780.0,6780.0,6780.0,2400,2400,2400,2400,0.0,0.0,0.0,0.0
Run,2021-09-26 19:15:17+02:00,1895.3,1895.3,1895.3,1895.3,451,451,451,451,0.0,0.0,0.0,0.0
Ride,2021-09-26 19:07:36+02:00,6743.9,6743.9,6743.9,6743.9,816,816,816,816,12.0,12.0,12.0,12.0
Run,2021-09-25 11:05:45+02:00,14714.5,14714.5,14714.5,14714.5,5394,5394,5394,5394,219.0,219.0,219.0,219.0
Run,2021-09-23 14:36:27+02:00,3447.8,3447.8,3447.8,3447.8,1593,1593,1593,1593,67.0,67.0,67.0,67.0
Run,2021-09-23 14:03:58+02:00,4635.5,4635.5,4635.5,4635.5,1748,1748,1748,1748,49.0,49.0,49.0,49.0
Ride,2021-09-22 16:30:45+02:00,3652.4,3652.4,3652.4,3652.4,549,549,549,549,38.0,38.0,38.0,38.0
Run,2021-09-21 20:40:59+02:00,1746.9,1746.9,1746.9,1746.9,533,533,533,533,2.0,2.0,2.0,2.0
Ride,2021-09-21 06:56:39+02:00,34100.4,34100.4,34100.4,34100.4,3639,3639,3639,3639,257.0,257.0,257.0,257.0
Ride,2021-09-20 19:57:49+02:00,33010.1,33010.1,33010.1,33010.1,3977,3977,3977,3977,300.0,300.0,300.0,300.0
Run,2021-09-19 19:22:26+02:00,11105.9,11105.9,11105.9,11105.9,4991,4991,4991,4991,67.0,67.0,67.0,67.0
Run,2021-09-18 19:02:36+02:00,8100.8,8100.8,8100.8,8100.8,2958,2958,2958,2958,55.0,55.0,55.0,55.0
Run,2021-09-15 18:41:32+02:00,7760.1,7760.1,7760.1,7760.1,2901,2901,2901,2901,61.0,61.0,61.0,61.0
Run,2021-09-07 12:02:39+02:00,10498.9,10498.9,10498.9,10498.9,4022,4022,4022,4022,0.0,0.0,0.0,0.0
Run,2021-08-31 06:37:32+02:00,7026.7,7026.7,7026.7,7026.7,2564,2564,2564,2564,130.0,130.0,130.0,130.0
Ride,2021-08-27 10:41:28+02:00,84745.5,84745.5,84745.5,84745.5,9833,9833,9833,9833,964.0,964.0,964.0,964.0
Run,2021-08-26 11:58:35+02:00,6892.4,6892.4,6892.4,6892.4,3018,3018,3018,3018,20.0,20.0,20.0,20.0
Ride,2021-08-26 07:03:20+02:00,34873.3,34873.3,34873.3,34873.3,3130,3130,3130,3130,178.0,178.0,178.0,178.0
Ride,2021-08-25 06:50:38+02:00,29175.5,29175.5,29175.5,29175.5,2977,2977,2977,2977,165.0,165.0,165.0,165.0
Ride,2021-08-24 11:44:56+02:00,5013.9,5013.9,5013.9,5013.9,846,846,846,846,72.0,72.0,72.0,72.0
Run,2021-08-24 10:18:02+02:00,14047.1,14047.1,14047.1,14047.1,4469,4469,4469,4469,256.0,256.0,256.0,256.0
Run,2021-08-21 17:25:16+02:00,11157.5,11157.5,11157.5,11157.5,3562,3562,3562,3562,191.0,191.0,191.0,191.0
Run,2021-08-18 10:59:42+02:00,5136.9,5136.9,5136.9,5136.9,5733,5733,5733,5733,360.0,360.0,360.0,360.0
Run,2021-08-17 07:02:52+02:00,7124.6,7124.6,7124.6,7124.6,4809,4809,4809,4809,803.0,803.0,803.0,803.0
Run,2021-08-16 14:33:35+02:00,7389.3,7389.3,7389.3,7389.3,4434,4434,4434,4434,873.0,873.0,873.0,873.0
Run,2021-08-15 19:59:02+02:00,4006.8,4006.8,4006.8,4006.8,1313,1313,1313,1313,212.0,212.0,212.0,212.0
Run,2021-08-13 18:28:07+02:00,15063.9,15063.9,15063.9,15063.9,6639,6639,6639,6639,648.0,648.0,648.0,648.0
Ride,2021-08-12 08:05:01+02:00,20130.7,20130.7,20130.7,20130.7,2120,2120,2120,2120,149.0,149.0,149.0,149.0
Ride,2021-08-12 06:55:01+02:00,40957.3,40957.3,40957.3,40957.3,3703,3703,3703,3703,58.0,58.0,58.0,58.0
Ride,2021-08-11 07:00:02+02:00,27811.7,27811.7,27811.7,27811.7,3524,3524,3524,3524,133.0,133.0,133.0,133.0
Ride,2021-08-10 20:25:02+02:00,25869.0,25869.0,25869.0,25869.0,3614,3614,3614,3614,505.0,505.0,505.0,505.0
Ride,2021-08-09 10:20:01+02:00,20930.9,20930.9,20930.9,20930.9,3079,3079,3079,3079,88.0,88.0,88.0,88.0
Run,2021-08-09 05:32:59+02:00,10097.9,10097.9,10097.9,10097.9,3931,3931,3931,3931,45.0,45.0,45.0,45.0
Run,2021-08-07 19:06:14+02:00,6476.4,6476.4,6476.4,6476.4,2158,2158,2158,2158,89.0,89.0,89.0,89.0
Swim,2021-08-07 13:52:41+02:00,107.5,107.5,107.5,107.5,187,187,187,187,0.0,0.0,0.0,0.0
Run,2021-08-06 08:19:44+02:00,15012.2,15012.2,15012.2,15012.2,7132,7132,7132,7132,320.0,320.0,320.0,320.0
Run,2021-08-05 20:25:40+02:00,10471.1,10471.1,10471.1,10471.1,3236,3236,3236,3236,229.0,229.0,229.0,229.0
Swim,2021-08-05 18:10:45+02:00,428.6,428.6,428.6,428.6,599,599,599,599,0.0,0.0,0.0,0.0
Run,2021-08-04 18:15:27+02:00,15098.7,15098.7,15098.7,15098.7,6364,6364,6364,6364,194.5,194.5,194.5,194.5
Ride,2021-08-04 11:12:08+02:00,51057.0,51057.0,51057.0,51057.0,9516,9516,9516,9516,778.0,778.0,778.0,778.0
Ride,2021-08-03 16:47:37+02:00,32090.8,32090.8,32090.8,32090.8,4316,4316,4316,4316,399.0,399.0,399.0,399.0
Swim,2021-08-03 13:29:09+02:00,854.2,854.2,854.2,854.2,1490,1490,1490,1490,5.9,5.9,5.9,5.9
Swim,2021-08-02 20:27:00+02:00,269.5,269.5,269.5,269.5,492,492,492,492,0.0,0.0,0.0,0.0
Swim,2021-08-02 12:16:54+02:00,829.0,829.0,829.0,829.0,1011,1011,1011,1011,17.2,17.2,17.2,17.2
Ride,2021-08-02 10:20:05+02:00,38351.0,38351.0,38351.0,38351.0,5833,5833,5833,5833,742.0,742.0,742.0,742.0
Run,2021-07-30 14:53:27+02:00,6942.9,6942.9,6942.9,6942.9,2010,2010,2010,2010,60.0,60.0,60.0,60.0
Swim,2021-07-30 11:32:21+02:00,1000.0,1000.0,1000.0,1000.0,1331,1331,1331,1331,0.0,0.0,0.0,0.0
Run,2021-07-30 08:33:53+02:00,7821.7,7821.7,7821.7,7821.7,3295,3295,3295,3295,56.0,56.0,56.0,56.0
Ride,2021-07-29 06:56:21+02:00,37704.3,37704.3,37704.3,37704.3,3538,3538,3538,3538,126.0,126.0,126.0,126.0
Swim,2021-07-27 13:41:04+02:00,1150.0,1150.0,1150.0,1150.0,1195,1195,1195,1195,0.0,0.0,0.0,0.0
Ride,2021-07-27 06:55:02+02:00,37970.6,37970.6,37970.6,37970.6,3631,3631,3631,3631,437.0,437.0,437.0,437.0
Ride,2021-07-26 07:20:00+02:00,26451.4,26451.4,26451.4,26451.4,3516,3516,3516,3516,132.0,132.0,132.0,132.0
Swim,2021-07-22 12:04:38+02:00,1200.0,1200.0,1200.0,1200.0,1680,1680,1680,1680,0.0,0.0,0.0,0.0
Ride,2021-07-22 07:38:59+02:00,12224.1,12224.1,12224.1,12224.1,2024,2024,2024,2024,198.0,198.0,198.0,198.0
Swim,2021-07-21 16:23:29+02:00,1850.0,1850.0,1850.0,1850.0,2263,2263,2263,2263,0.0,0.0,0.0,0.0
Run,2021-07-20 14:35:54+02:00,21877.9,21877.9,21877.9,21877.9,12513,12513,12513,12513,337.0,337.0,337.0,337.0
Ride,2021-07-20 06:58:10+02:00,36340.6,36340.6,36340.6,36340.6,3431,3431,3431,3431,123.0,123.0,123.0,123.0
Run,2021-07-19 19:14:11+02:00,464.9,464.9,464.9,464.9,160,160,160,160,4.0,4.0,4.0,4.0
Ride,2021-07-19 07:19:39+02:00,26143.7,26143.7,26143.7,26143.7,3333,3333,3333,3333,140.0,140.0,140.0,140.0
Swim,2021-07-17 20:16:48+02:00,609.2,609.2,609.2,609.2,1034,1034,1034,1034,0.0,0.0,0.0,0.0
Run,2021-07-17 09:09:30+02:00,8707.2,8707.2,8707.2,8707.2,4490,4490,4490,4490,296.0,296.0,296.0,296.0
Ride,2021-07-17 07:45:24+02:00,28536.3,28536.3,28536.3,28536.3,4050,4050,4050,4050,408.0,408.0,408.0,408.0
Ride,2021-07-16 17:47:41+02:00,19492.5,19492.5,19492.5,19492.5,3141,3141,3141,3141,377.0,377.0,377.0,377.0
Run,2021-07-15 17:35:25+02:00,3380.2,3380.2,3380.2,3380.2,1810,1810,1810,1810,104.0,104.0,104.0,104.0
Swim,2021-07-15 16:52:41+02:00,630.8,630.8,630.8,630.8,1126,1126,1126,1126,0.0,0.0,0.0,0.0
Ride,2021-07-15 14:48:49+02:00,28892.5,28892.5,28892.5,28892.5,4565,4565,4565,4565,634.0,634.0,634.0,634.0
Swim,2021-07-15 10:13:56+02:00,506.3,506.3,506.3,506.3,775,775,775,775,5.8,5.8,5.8,5.8
Swim,2021-07-14 20:12:00+02:00,356.2,356.2,356.2,356.2,642,642,642,642,0.0,0.0,0.0,0.0
Run,2021-07-14 17:21:58+02:00,9344.6,9344.6,9344.6,9344.6,4534,4534,4534,4534,228.0,228.0,228.0,228.0
Run,2021-07-13 15:22:16+02:00,9940.0,9940.0,9940.0,9940.0,3811,3811,3811,3811,0.0,0.0,0.0,0.0
Ride,2021-07-12 20:04:38+02:00,20447.2,20447.2,20447.2,20447.2,2793,2793,2793,2793,56.0,56.0,56.0,56.0
Ride,2021-07-08 21:43:38+02:00,22147.5,22147.5,22147.5,22147.5,2855,2855,2855,2855,177.0,177.0,177.0,177.0
Run,2021-07-08 13:18:01+02:00,6250.0,6250.0,6250.0,6250.0,3171,3171,3171,3171,23.0,23.0,23.0,23.0
Ride,2021-07-07 19:02:23+02:00,28339.8,28339.8,28339.8,28339.8,2388,2388,2388,2388,96.0,96.0,96.0,96.0
Run,2021-07-07 13:14:29+02:00,7080.1,7080.1,7080.1,7080.1,2289,2289,2289,2289,25.0,25.0,25.0,25.0
Ride,2021-07-06 06:55:01+02:00,41219.8,41219.8,41219.8,41219.8,3618,3618,3618,3618,58.0,58.0,58.0,58.0
Ride,2021-07-05 07:35:11+02:00,15131.4,15131.4,15131.4,15131.4,2732,2732,2732,2732,188.0,188.0,188.0,188.0
Run,2021-07-04 08:26:14+02:00,5853.2,5853.2,5853.2,5853.2,1981,1981,1981,1981,98.0,98.0,98.0,98.0
Run,2021-07-03 11:04:08+02:00,6807.6,6807.6,6807.6,6807.6,3089,3089,3089,3089,20.0,20.0,20.0,20.0
Run,2021-07-02 13:01:54+02:00,6225.8,6225.8,6225.8,6225.8,3242,3242,3242,3242,17.0,17.0,17.0,17.0
Ride,2021-07-02 08:14:55+02:00,16906.5,16906.5,16906.5,16906.5,2126,2126,2126,2126,92.0,92.0,92.0,92.0
Run,2021-07-01 13:23:57+02:00,6028.0,6028.0,6028.0,6028.0,3018,3018,3018,3018,22.0,22.0,22.0,22.0
Ride,2021-07-01 06:55:02+02:00,38777.1,38777.1,38777.1,38777.1,3612,3612,3612,3612,175.0,175.0,175.0,175.0
Run,2021-06-29 13:04:36+02:00,6487.5,6487.5,6487.5,6487.5,3040,3040,3040,3040,67.0,67.0,67.0,67.0
Ride,2021-06-29 07:03:22+02:00,26501.7,26501.7,26501.7,26501.7,3295,3295,3295,3295,424.0,424.0,424.0,424.0
Ride,2021-06-28 20:15:28+02:00,21749.0,21749.0,21749.0,21749.0,2242,2242,2242,2242,176.0,176.0,176.0,176.0
Ride,2021-06-24 07:05:19+02:00,24334.8,24334.8,24334.8,24334.8,2297,2297,2297,2297,154.0,154.0,154.0,154.0
Run,2021-06-23 13:37:34+02:00,7105.5,7105.5,7105.5,7105.5,2256,2256,2256,2256,21.0,21.0,21.0,21.0
Run,2021-06-22 13:17:38+02:00,6714.7,6714.7,6714.7,6714.7,3095,3095,3095,3095,26.0,26.0,26.0,26.0
Ride,2021-06-18 19:17:14+02:00,18928.2,18928.2,18928.2,18928.2,1620,1620,1620,1620,185.0,185.0,185.0,185.0
Run,2021-06-17 13:14:11+02:00,4406.2,4406.2,4406.2,4406.2,1888,1888,1888,1888,23.0,23.0,23.0,23.0
Ride,2021-06-16 07:28:04+02:00,9052.4,9052.4,9052.4,9052.4,1813,1813,1813,1813,326.0,326.0,326.0,326.0
Run,2021-06-15 13:47:18+02:00,7225.4,7225.4,7225.4,7225.4,2317,2317,2317,2317,0.0,0.0,0.0,0.0
Ride,2021-06-13 09:31:35+02:00,13309.5,13309.5,13309.5,13309.5,1818,1818,1818,1818,254.0,254.0,254.0,254.0
Run,2021-06-12 10:05:44+02:00,11986.0,11986.0,11986.0,11986.0,5956,5956,5956,5956,165.0,165.0,165.0,165.0
Ride,2021-06-11 07:31:28+02:00,3851.0,3851.0,3851.0,3851.0,450,450,450,450,34.0,34.0,34.0,34.0
Run,2021-06-10 13:21:12+02:00,6317.6,6317.6,6317.6,6317.6,2029,2029,2029,2029,0.0,0.0,0.0,0.0
Run,2021-06-09 13:14:49+02:00,6485.1,6485.1,6485.1,6485.1,3124,3124,3124,3124,0.0,0.0,0.0,0.0
Surfing,2021-06-06 09:06:28+02:00,382.8,382.8,382.8,382.8,490,490,490,490,5.6,5.6,5.6,5.6
Run,2021-06-02 13:22:19+02:00,10126.9,10126.9,10126.9,10126.9,4068,4068,4068,4068,108.0,108.0,108.0,108.0
Run,2021-05-30 17:02:47+02:00,9004.2,9004.2,9004.2,9004.2,4248,4248,4248,4248,29.0,29.0,29.0,29.0
Ride,2021-05-29 08:40:51+02:00,22676.9,22676.9,22676.9,22676.9,2707,2707,2707,2707,185.0,185.0,185.0,185.0
Ride,2021-05-28 19:17:18+02:00,3833.6,3833.6,3833.6,3833.6,386,386,386,386,32.0,32.0,32.0,32.0
Ride,2021-05-27 20:35:26+02:00,26999.6,26999.6,26999.6,26999.6,2561,2561,2561,2561,231.0,231.0,231.0,231.0
Ride,2021-05-26 07:15:26+02:00,25375.1,25375.1,25375.1,25375.1,2306,2306,2306,2306,133.0,133.0,133.0,133.0
Ride,2021-05-23 09:21:16+02:00,44913.8,44913.8,44913.8,44913.8,10022,10022,10022,10022,1699.0,1699.0,1699.0,1699.0
Ride,2021-05-21 08:10:22+02:00,17070.6,17070.6,17070.6,17070.6,1728,1728,1728,1728,138.0,138.0,138.0,138.0
Ride,2021-05-20 07:02:01+02:00,25517.2,25517.2,25517.2,25517.2,3618,3618,3618,3618,409.0,409.0,409.0,409.0
Ride,2021-05-19 07:45:23+02:00,12140.5,12140.5,12140.5,12140.5,1581,1581,1581,1581,222.0,222.0,222.0,222.0
Run,2021-05-15 19:29:00+02:00,6993.4,6993.4,6993.4,6993.4,2108,2108,2108,2108,51.0,51.0,51.0,51.0
Ride,2021-05-15 17:03:46+02:00,20224.1,20224.1,20224.1,20224.1,3052,3052,3052,3052,142.0,142.0,142.0,142.0
Run,2021-05-14 13:07:50+02:00,6551.4,6551.4,6551.4,6551.4,2593,2593,2593,2593,0.0,0.0,0.0,0.0
Run,2021-05-05 06:12:28+02:00,6280.2,6280.2,6280.2,6280.2,1923,1923,1923,1923,20.0,20.0,20.0,20.0
Ride,2021-05-02 09:34:13+02:00,54652.0,54652.0,54652.0,54652.0,9179,9179,9179,9179,696.0,696.0,696.0,696.0
Run,2021-05-02 07:12:05+02:00,8785.6,8785.6,8785.6,8785.6,4000,4000,4000,4000,79.0,79.0,79.0,79.0
Run,2021-04-29 05:59:32+02:00,6049.4,6049.4,6049.4,6049.4,3106,3106,3106,3106,14.0,14.0,14.0,14.0
Run,2021-04-28 12:50:01+02:00,3949.6,3949.6,3949.6,3949.6,2110,2110,2110,2110,6.0,6.0,6.0,6.0
Run,2021-04-27 05:58:43+02:00,6635.7,6635.7,6635.7,6635.7,2073,2073,2073,2073,14.0,14.0,14.0,14.0
Run,2021-04-26 12:45:34+02:00,4532.9,4532.9,4532.9,4532.9,2288,2288,2288,2288,12.0,12.0,12.0,12.0
Ride,2021-04-26 07:36:28+02:00,16604.5,16604.5,16604.5,16604.5,2105,2105,2105,2105,130.0,130.0,130.0,130.0
Run,2021-04-25 17:07:20+02:00,6287.2,6287.2,6287.2,6287.2,2905,2905,2905,2905,28.0,28.0,28.0,28.0
Run,2021-04-24 18:05:30+02:00,10725.4,10725.4,10725.4,10725.4,3436,3436,3436,3436,82.0,82.0,82.0,82.0
Ride,2021-04-24 08:27:40+02:00,26381.1,26381.1,26381.1,26381.1,4201,4201,4201,4201,506.0,506.0,506.0,506.0
Run,2021-04-23 05:54:59+02:00,10175.5,10175.5,10175.5,10175.5,5303,5303,5303,5303,32.0,32.0,32.0,32.0
Run,2021-04-22 05:29:04+02:00,11891.4,11891.4,11891.4,11891.4,4490,4490,4490,4490,35.0,35.0,35.0,35.0
Run,2021-04-15 12:44:08+02:00,6021.3,6021.3,6021.3,6021.3,2762,2762,2762,2762,15.0,15.0,15.0,15.0
Run,2021-04-11 07:39:42+02:00,28023.9,28023.9,28023.9,28023.9,10301,10301,10301,10301,44.0,44.0,44.0,44.0
Ride,2021-04-08 20:38:11+02:00,14294.0,14294.0,14294.0,14294.0,1954,1954,1954,1954,191.0,191.0,191.0,191.0
Run,2021-03-30 12:35:06+02:00,6490.0,6490.0,6490.0,6490.0,3079,3079,3079,3079,66.0,66.0,66.0,66.0
Run,2021-03-27 06:43:04+01:00,12763.1,12763.1,12763.1,12763.1,7098,7098,7098,7098,49.0,49.0,49.0,49.0
Run,2021-03-25 12:40:43+01:00,9223.2,9223.2,9223.2,9223.2,2816,2816,2816,2816,26.0,26.0,26.0,26.0
Ride,2021-03-25 07:22:09+01:00,17330.0,17330.0,17330.0,17330.0,1816,1816,1816,1816,46.0,46.0,46.0,46.0
Run,2021-03-24 18:11:43+01:00,5818.9,5818.9,5818.9,5818.9,2494,2494,2494,2494,7.0,7.0,7.0,7.0
Run,2021-03-21 09:25:16+01:00,19167.8,19167.8,19167.8,19167.8,8428,8428,8428,8428,69.0,69.0,69.0,69.0
Run,2021-03-19 17:08:45+01:00,14346.9,14346.9,14346.9,14346.9,4496,4496,4496,4496,32.0,32.0,32.0,32.0
Run,2021-03-18 06:12:17+01:00,7002.9,7002.9,7002.9,7002.9,3602,3602,3602,3602,40.0,40.0,40.0,40.0
Run,2021-03-16 06:35:08+01:00,9009.8,9009.8,9009.8,9009.8,2822,2822,2822,2822,29.0,29.0,29.0,29.0
Run,2021-03-14 05:47:04+01:00,8040.8,8040.8,8040.8,8040.8,4529,4529,4529,4529,24.0,24.0,24.0,24.0
Surfing,2021-03-13 07:37:54+01:00,3245.9,3245.9,3245.9,3245.9,4420,4420,4420,4420,0.0,0.0,0.0,0.0
Surfing,2021-03-12 15:00:44+01:00,6396.3,6396.3,6396.3,6396.3,6944,6944,6944,6944,7.6,7.6,7.6,7.6
Run,2021-03-12 07:11:27+01:00,9056.0,9056.0,9056.0,9056.0,5112,5112,5112,5112,160.0,160.0,160.0,160.0
Surfing,2021-03-11 16:02:43+01:00,2962.6,2962.6,2962.6,2962.6,4086,4086,4086,4086,5.6,5.6,5.6,5.6
